ID,_RA2000,_DEC2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
J053437.74+281445.6,83.65725,28.246024,12.582,0.024,13.026,0.024,12.722,0.023,II,CBe,,,19.837,0.031,17.41,0.005,15.68,0.0,16.01,0.0,15.05,0.0,12.582,12.541,12.163,8.391,13.516,13.026,12.722,0.024,0.026,0.384,,0.023,0.024,0.023
J062855.40+004406.2,97.23086,0.735073,11.277,0.023,11.499,0.022,11.375,0.023,II,CBe,,,14.644,0.003,13.382,0.002,12.38,0.0,12.61,0.0,12.25,0.0,11.277,11.249,11.063,8.77,11.643,11.499,11.375,0.023,0.021,0.117,,0.024,0.022,0.023
J055304.77+312759.2,88.269906,31.466467,13.902,0.028,14.094,0.042,13.958,0.04,II,CBe,,,16.858,0.008,15.424,0.004,14.84,0.0,15.04,0.0,14.68,0.0,13.902,13.956,12.465,8.934,14.237,14.094,13.958,0.028,0.042,,0.533,0.035,0.042,0.04
J053235.84+293829.0,83.149344,29.641397,11.926,0.023,12.16,0.023,12.049,0.018,II,CBe,,,16.508,0.007,14.665,0.003,13.75,0.0,13.93,0.0,13.34,0.0,11.926,11.926,12.149,8.777,12.426,12.16,12.049,0.023,0.024,0.376,,0.022,0.023,0.018
J053652.40+291431.1,84.218359,29.241993,12.635,0.024,12.986,0.027,12.762,0.026,II,CBe,,,18.551,0.017,16.384,0.004,15.09,0.0,15.34,0.0,14.58,0.0,12.635,12.581,12.002,8.926,13.392,12.986,12.762,0.024,0.027,,,0.022,0.027,0.026
J053525.55+291609.9,83.85649,29.269428,12.225,0.032,12.46,0.027,12.34,0.029,II,CBe,,,17.467,0.01,15.639,0.004,14.37,0.0,14.62,0.0,13.91,0.0,12.225,12.224,11.446,8.523,12.858,12.46,12.34,0.032,0.032,0.242,,0.028,0.027,0.029
J053513.39+310102.9,83.805815,31.017493,13.009,0.025,13.311,0.026,13.153,0.028,II,CBe,,,18.932,0.023,16.78,0.004,15.46,0.0,15.73,0.0,14.89,0.0,13.009,12.999,12.265,8.892,13.721,13.311,13.153,0.025,0.027,,,0.026,0.026,0.028
J053550.77+310513.5,83.961551,31.087102,13.66,0.027,13.885,0.032,13.759,0.04,II,CBe,,,19.7,0.038,17.455,0.005,16.09,0.01,16.34,0.01,15.5,0.01,13.66,13.679,11.717,8.237,14.336,13.885,13.759,0.027,0.04,,,0.026,0.032,0.04
J054350.26+300952.9,85.959452,30.164715,12.936,0.025,13.387,0.026,13.157,0.029,II,CBe,,,20.083,0.044,17.637,0.005,15.99,0.01,16.32,0.01,15.31,0.01,12.936,12.882,11.804,8.533,13.859,13.387,13.157,0.025,0.028,0.349,0.435,0.024,0.026,0.029
J055343.44+223857.0,88.431,22.649184,10.536,0.023,10.755,0.021,10.633,0.017,II,CBe,Star,,15.39,0.008,14.333,0.013,11.79,0.0,12.27,0.0,11.63,0.0,10.536,10.492,10.356,9.014,10.908,10.755,10.633,0.023,0.02,0.08,,0.022,0.021,0.017
J055258.25+205813.6,88.242714,20.970465,12.343,0.024,12.427,0.023,12.363,0.02,II,CBe,,,14.579,0.004,14.252,0.01,13.06,0.0,13.23,0.0,12.95,0.0,12.343,12.397,12.063,9.013,12.509,12.427,12.363,0.024,0.023,,,0.02,0.023,0.02
J054905.73+205120.7,87.273882,20.855764,12.113,0.024,12.22,0.035,12.209,0.024,II,CBe,,,15.501,0.009,13.412,0.001,12.83,0.0,13.0,0.0,12.7,0.0,12.113,12.136,12.148,8.849,12.355,12.22,12.209,0.024,0.025,0.365,,0.026,0.035,0.024
J054610.71+211613.3,86.544665,21.27038,10.79,0.024,10.956,0.022,10.855,0.02,II,CBe,,,15.235,0.006,15.498,0.013,12.09,0.0,12.47,0.0,11.85,0.0,10.79,10.785,10.872,8.791,11.184,10.956,10.855,0.024,0.021,0.135,,0.022,0.022,0.02
J055246.71+205507.4,88.194652,20.918732,11.942,0.023,12.16,0.024,12.04,0.022,II,CBe,,,15.853,0.005,14.431,0.003,13.57,0.0,13.84,0.0,13.34,0.0,11.942,11.939,12.169,8.75,12.542,12.16,12.04,0.023,0.022,0.395,,0.024,0.024,0.022
J054454.88+211700.1,86.22867,21.283385,11.677,0.023,11.787,0.023,11.713,0.02,II,CBe,Star,,15.793,0.013,13.233,0.001,12.53,0.0,12.86,0.0,12.41,0.0,11.677,11.696,11.594,8.373,11.969,11.787,11.713,0.023,0.022,0.28,,0.02,0.023,0.02
J054752.59+215127.5,86.969143,21.857657,12.565,0.032,12.666,0.032,12.612,0.025,II,CBe,,,16.098,0.008,15.307,0.019,13.48,0.0,13.61,0.0,13.32,0.0,12.565,12.551,12.102,8.348,12.847,12.666,12.612,0.032,0.033,,,0.031,0.032,0.025
J055654.23+220545.2,89.225968,22.095904,11.171,0.025,11.437,0.023,11.304,0.019,II,CBe,Star,,15.501,0.007,13.277,0.002,12.52,0.0,12.72,0.0,12.36,0.0,11.171,11.172,11.054,8.465,11.562,11.437,11.304,0.025,0.022,0.142,,0.021,0.023,0.019
J055343.44+223857.0,88.431,22.649184,10.536,0.023,10.755,0.021,10.633,0.017,II,CBe,Star,,15.39,0.008,14.333,0.013,11.79,0.0,12.27,0.0,11.63,0.0,10.536,10.492,10.356,9.014,10.908,10.755,10.633,0.023,0.02,0.08,,0.022,0.021,0.017
J055117.47+303427.1,87.822793,30.574206,13.436,0.026,13.589,0.036,13.486,0.039,II,CBe,,,15.978,0.005,14.615,0.004,14.36,0.0,14.4,0.0,14.14,0.0,13.436,13.446,11.699,8.862,13.688,13.589,13.486,0.026,0.035,,,0.028,0.036,0.039
J052935.38+274607.9,82.397421,27.768866,12.938,0.024,13.194,0.027,13.014,0.021,II,CBe,,,17.696,0.011,15.832,0.004,14.76,0.0,14.99,0.0,14.41,0.0,12.938,12.913,12.354,8.674,13.495,13.194,13.014,0.024,0.028,0.485,,0.024,0.027,0.021
J052622.01+295220.0,81.591739,29.872232,13.479,0.026,13.712,0.035,13.612,0.035,II,CBe,,,16.435,0.007,14.945,0.004,14.49,0.0,14.59,0.0,14.27,0.0,13.479,13.491,12.408,8.782,13.788,13.712,13.612,0.026,0.034,,,0.024,0.035,0.035
J053318.31+283247.0,83.326332,28.546394,12.487,0.024,12.809,0.024,12.64,0.025,II,CBe,,,18.279,0.013,16.12,0.004,14.9,0.0,15.11,0.0,14.33,0.0,12.487,12.418,11.858,8.971,13.218,12.809,12.64,0.024,0.024,0.375,,0.021,0.024,0.025
J053515.82+310636.5,83.815948,31.110145,12.745,0.024,13.2,0.024,13.008,0.028,II,CBe,,,19.782,0.042,17.182,0.005,15.66,0.0,15.94,0.0,15.03,0.0,12.745,12.719,11.784,8.665,13.652,13.2,13.008,0.024,0.027,0.346,,0.024,0.024,0.028
J052725.67+280204.0,81.856988,28.034462,13.965,0.03,14.185,0.04,14.053,0.043,II,CBe,,,18.413,0.014,16.689,0.004,15.72,0.01,15.94,0.0,15.35,0.01,13.965,14.164,12.448,9.009,14.485,14.185,14.053,0.03,0.049,,,0.028,0.04,0.043
J053538.50+284918.5,83.910438,28.821828,13.799,0.029,14.061,0.035,13.813,0.039,II,CBe,,,19.167,0.021,17.123,0.005,15.99,0.01,16.19,0.01,15.46,0.0,13.799,13.914,12.228,8.945,14.377,14.061,13.813,0.029,0.041,,,0.025,0.035,0.039
J053600.08+285954.3,84.000334,28.99842,13.91,0.028,14.173,0.036,13.917,0.044,II,CBe,,,19.946,0.035,17.893,0.006,16.51,0.01,16.76,0.01,15.9,0.01,13.91,13.879,11.889,8.781,14.573,14.173,13.917,0.028,0.041,,,0.024,0.036,0.044
J060712.61+222247.6,91.80256,22.379892,11.651,0.026,11.882,0.022,11.773,0.021,II,CBe,,,15.288,0.004,13.872,0.003,12.96,0.0,13.16,0.0,12.73,0.0,11.651,11.634,11.568,8.556,12.004,11.882,11.773,0.026,0.027,0.26,,0.021,0.022,0.021
J060401.53+221618.4,91.006377,22.271798,11.726,0.024,12.059,0.022,11.887,0.018,II,CBe,,,15.913,0.005,14.451,0.003,13.4,0.0,13.76,0.0,13.21,0.0,11.726,11.613,11.164,8.276,12.298,12.059,11.887,0.024,0.022,0.175,,0.025,0.022,0.018
J060331.78+220354.4,90.882454,22.065136,12.299,0.024,12.559,0.026,12.489,0.023,II,CBe,,,15.457,0.005,14.273,0.004,13.41,0.0,13.63,0.0,13.28,0.0,12.299,12.309,11.427,8.617,12.703,12.559,12.489,0.024,0.025,0.292,,0.022,0.026,0.023
J061152.34+234344.6,92.968107,23.729066,11.191,0.023,11.231,0.022,11.149,0.017,II,CBe,Star,,14.3,0.005,12.5,0.001,11.45,0.0,12.1,0.0,11.59,0.0,11.191,11.172,11.21,8.461,11.29,11.231,11.149,0.023,0.022,0.162,,0.02,0.022,0.017
J060658.37+244612.2,91.743209,24.770063,12.691,0.024,12.785,0.023,12.725,0.026,II,CBe,,,15.587,0.005,14.098,0.003,13.58,0.0,13.74,0.0,13.41,0.0,12.691,12.683,12.544,8.965,12.971,12.785,12.725,0.024,0.027,,,0.023,0.023,0.026
J040932.30+530403.0,62.384605,53.067519,11.09,0.024,11.4,0.029,11.282,0.026,II,CBe,,,14.864,0.004,14.409,0.008,12.39,0.0,12.75,0.0,12.27,0.0,11.09,11.026,10.56,8.394,11.593,11.4,11.282,0.024,0.022,0.087,,0.023,0.029,0.026
J042512.13+541707.5,66.300543,54.285438,11.25,0.023,11.421,0.022,11.343,0.017,II,CBe,,,15.418,0.004,14.622,0.004,12.7,0.0,12.96,0.0,12.4,0.0,11.25,11.265,10.918,9.109,11.704,11.421,11.343,0.023,0.02,0.101,,0.018,0.022,0.017
J054654.00+205738.4,86.725009,20.960678,12.516,0.023,12.887,0.024,12.609,0.021,II,CBe,,,18.13,0.015,16.429,0.004,14.93,0.0,15.35,0.0,14.55,0.0,12.516,12.364,11.582,8.596,13.315,12.887,12.609,0.023,0.024,0.307,0.391,0.02,0.024,0.021
J055040.08+221948.0,87.66702,22.330008,13.076,0.026,13.28,0.035,13.16,0.028,II,CBe,,,16.798,0.008,15.346,0.004,14.43,0.0,14.61,0.0,14.22,0.0,13.076,13.127,12.199,8.247,13.495,13.28,13.16,0.026,0.03,,,0.029,0.035,0.028
J055400.37+220207.7,88.501568,22.035497,13.393,0.025,13.782,0.03,13.675,0.035,II,CBe,,,17.475,0.01,15.777,0.003,15.13,0.01,15.31,0.0,14.86,0.0,13.393,13.439,12.401,8.789,13.978,13.782,13.675,0.025,0.034,,,0.024,0.03,0.035
J055237.89+221034.6,88.15788,22.176292,13.253,0.026,13.432,0.032,13.31,0.027,II,CBe,,,17.049,0.008,15.354,0.004,14.68,0.0,14.82,0.0,14.37,0.0,13.253,13.25,12.366,8.976,13.613,13.432,13.31,0.026,0.033,,,0.022,0.032,0.027
J055514.56+213909.2,88.810688,21.65258,12.195,0.024,12.47,0.021,12.293,0.02,II,CBe,,,15.752,0.005,14.462,0.003,13.62,0.0,13.96,0.0,13.5,0.0,12.195,12.106,11.785,8.599,12.683,12.47,12.293,0.024,0.024,0.309,,0.022,0.021,0.02
J060406.13+221256.3,91.025565,22.215655,12.086,0.024,12.405,0.026,12.27,0.025,II,CBe,,,17.313,0.009,15.329,0.003,14.2,0.0,14.47,0.0,13.8,0.0,12.086,12.089,12.002,8.894,12.695,12.405,12.27,0.024,0.024,0.379,,0.022,0.026,0.025
J055837.80+232748.7,89.657507,23.463549,13.918,0.029,14.102,0.047,14.011,0.054,II,CBe,,,18.736,0.019,16.771,0.004,15.76,0.01,15.93,0.0,15.33,0.0,13.918,14.033,12.165,8.74,14.466,14.102,14.011,0.029,0.045,,,0.031,0.047,0.054
J055811.13+234051.9,89.546409,23.68111,13.243,0.025,13.593,0.026,13.386,0.031,II,CBe,,,18.308,0.016,16.396,0.004,15.33,0.0,15.56,0.0,14.91,0.0,13.243,13.291,12.097,8.987,13.879,13.593,13.386,0.025,0.034,,,0.022,0.026,0.031
J060134.35+233221.8,90.393148,23.539401,12.878,0.025,13.132,0.033,12.963,0.023,II,CBe,,,17.429,0.009,15.565,0.003,14.69,0.0,14.86,0.0,14.31,0.0,12.878,12.877,12.313,8.929,13.364,13.132,12.963,0.025,0.028,,,0.026,0.033,0.023
J061112.90+243515.5,92.803773,24.587649,13.12,0.025,13.312,0.028,13.253,0.027,II,CBe,,,15.828,0.005,14.59,0.003,13.99,0.0,14.25,0.0,13.96,0.0,13.12,13.078,12.369,8.087,13.459,13.312,13.253,0.025,0.03,0.491,,0.024,0.028,0.027
J061327.62+245920.2,93.365098,24.988968,12.418,0.025,12.612,0.021,12.473,0.022,II,CBe,,,16.721,0.007,14.916,0.003,14.03,0.0,14.26,0.0,13.72,0.0,12.418,12.417,12.341,8.894,12.878,12.612,12.473,0.025,0.025,,,0.019,0.021,0.022
J060235.60+235709.4,90.648364,23.952624,12.847,0.026,13.203,0.025,12.988,0.026,II,CBe,,,19.159,0.024,17.031,0.004,15.27,0.0,15.58,0.0,14.72,0.0,12.847,12.77,12.354,8.832,13.643,13.203,12.988,0.026,0.029,,,0.024,0.025,0.026
J061040.23+235156.4,92.667629,23.865678,13.818,0.03,13.962,0.033,13.868,0.035,II,CBe,,,16.972,0.008,15.387,0.003,14.95,0.0,15.07,0.0,14.81,0.0,13.818,13.934,11.891,8.771,14.088,13.962,13.868,0.03,0.043,,,0.025,0.033,0.035
J060516.53+243406.4,91.318888,24.568466,12.86,0.025,13.07,0.025,12.912,0.025,II,CBe,,,16.949,0.008,15.339,0.003,14.42,0.0,14.69,0.0,14.24,0.0,12.86,12.857,12.428,8.794,13.338,13.07,12.912,0.025,0.028,,,0.022,0.025,0.025
J060249.43+320604.9,90.705959,32.101385,13.135,0.025,13.367,0.021,13.256,0.026,II,CBe,,,15.996,0.005,14.593,0.004,14.07,0.0,14.23,0.0,13.92,0.0,13.135,13.149,12.088,8.735,13.449,13.367,13.256,0.025,0.033,,,0.021,0.021,0.026
J054936.01+203904.6,87.400066,20.651292,13.575,0.028,13.707,0.032,13.625,0.035,II,CBe,,,16.247,0.006,15.138,0.004,14.55,0.0,14.79,0.0,14.41,0.0,13.575,13.631,12.448,8.779,13.851,13.707,13.625,0.028,0.038,,,0.027,0.032,0.035
J055107.87+203551.8,87.782821,20.597747,13.711,0.027,14.012,0.034,13.865,0.044,II,CBe,,,17.787,0.011,16.048,0.003,15.33,0.01,15.45,0.0,15.0,0.0,13.711,13.812,12.355,8.905,14.254,14.012,13.865,0.027,0.039,,,0.028,0.034,0.044
J055010.84+203427.2,87.54519,20.57424,13.461,0.029,13.718,0.06,13.585,0.046,II,CBe,,,17.68,0.011,15.931,0.004,15.13,0.01,15.29,0.0,14.75,0.0,13.461,13.42,12.119,8.2,13.935,13.718,13.585,0.029,0.036,,,0.041,0.06,0.046
J055017.33+204713.0,87.572249,20.786969,13.98,0.028,14.156,0.038,14.091,0.042,II,CBe,,,17.387,0.009,15.789,0.004,15.27,0.01,15.38,0.0,15.03,0.0,13.98,14.013,12.05,8.824,14.434,14.156,14.091,0.028,0.04,,,0.026,0.038,0.042
J055226.57+220420.2,88.110739,22.072301,13.394,0.025,13.541,0.021,13.488,0.032,II,CBe,,,16.844,0.008,15.363,0.004,14.69,0.0,14.88,0.0,14.46,0.0,13.394,13.462,12.272,8.781,13.819,13.541,13.488,0.025,0.034,,,0.024,0.021,0.032
J055349.91+214740.7,88.457979,21.794662,13.215,0.025,13.417,0.026,13.36,0.027,II,CBe,,,16.145,0.006,14.696,0.004,14.3,0.0,14.42,0.0,14.11,0.0,13.215,13.183,11.899,8.823,13.581,13.417,13.36,0.025,0.032,,,0.022,0.026,0.027
J055336.86+220429.2,88.403623,22.074791,12.898,0.024,13.093,0.027,12.948,0.027,II,CBe,,,16.545,0.007,14.872,0.003,14.29,0.0,14.46,0.0,14.05,0.0,12.898,12.916,12.054,8.604,13.266,13.093,12.948,0.024,0.029,,,0.023,0.027,0.027
J055331.99+221415.0,88.383302,22.237502,13.353,0.026,13.523,0.027,13.405,0.026,II,CBe,,,17.968,0.013,16.079,0.004,15.16,0.0,15.33,0.0,14.81,0.0,13.353,13.395,11.504,8.531,13.86,13.523,13.405,0.026,0.034,,,0.023,0.027,0.026
J055759.83+220700.6,89.499313,22.116848,13.207,0.026,13.365,0.023,13.195,0.03,II,CBe,,,16.797,0.007,15.11,0.003,14.52,0.0,14.66,0.0,14.26,0.0,13.207,13.307,12.484,8.556,13.544,13.365,13.195,0.026,0.034,0.532,,0.023,0.023,0.03
J055309.74+212045.3,88.290588,21.34594,13.001,0.025,13.192,0.024,13.045,0.027,II,CBe,,,16.337,0.006,14.826,0.003,14.33,0.0,14.48,0.0,14.11,0.0,13.001,13.076,11.987,8.803,13.378,13.192,13.045,0.025,0.029,,,0.023,0.024,0.027
J055249.11+212233.3,88.204636,21.375933,13.143,0.026,13.285,0.026,13.212,0.021,II,CBe,,,16.541,0.007,14.973,0.003,14.46,0.0,14.61,0.0,14.24,0.0,13.143,13.207,12.255,8.706,13.535,13.285,13.212,0.026,0.033,,,0.022,0.026,0.021
J055353.63+212458.3,88.473459,21.416197,13.447,0.027,13.563,0.027,13.497,0.029,II,CBe,,,16.518,0.006,14.961,0.003,14.59,0.0,14.69,0.0,14.37,0.0,13.447,13.491,12.541,8.561,13.716,13.563,13.497,0.027,0.036,,,0.023,0.027,0.029
J055252.86+210928.2,88.220274,21.157855,13.762,0.029,13.903,0.032,13.797,0.036,II,CBe,,,17.543,0.01,15.757,0.004,15.12,0.0,15.29,0.0,14.88,0.0,13.762,13.749,12.09,8.487,14.143,13.903,13.797,0.029,0.04,,,0.026,0.032,0.036
J054710.00+212719.0,86.791692,21.455289,13.931,0.028,14.003,0.029,13.881,0.048,II,CBe,,,17.405,0.01,15.769,0.004,15.15,0.0,15.29,0.0,14.91,0.0,13.931,13.941,12.4,8.584,14.226,14.003,13.881,0.028,0.041,,,0.03,0.029,0.048
J061719.20+243256.2,94.330005,24.548969,13.706,0.029,13.939,0.032,13.814,0.04,II,CBe,,,17.847,0.012,16.032,0.003,15.21,0.0,15.37,0.0,14.88,0.0,13.706,13.666,11.696,8.652,14.153,13.939,13.814,0.029,0.042,,,0.026,0.032,0.04
J060352.23+235207.3,90.967633,23.868718,12.047,0.025,12.434,0.026,12.271,0.023,II,CBe,,,18.028,0.013,15.868,0.003,14.49,0.0,14.77,0.0,13.97,0.0,12.047,12.033,11.299,8.598,12.844,12.434,12.271,0.025,0.024,0.18,,0.026,0.026,0.023
J060648.02+222118.1,91.700101,22.355047,12.681,0.024,12.927,0.023,12.806,0.023,II,CBe,,,16.148,0.005,14.788,0.003,13.97,0.0,14.28,0.0,13.82,0.0,12.681,12.671,11.582,8.845,13.108,12.927,12.806,0.024,0.027,,,0.023,0.023,0.023
J060806.73+222848.3,92.028049,22.480091,13.269,0.038,13.547,0.029,13.42,0.028,II,CBe,,,18.01,0.013,16.214,0.003,15.12,0.0,15.34,0.0,14.72,0.0,13.269,13.319,11.833,8.941,13.906,13.547,13.42,0.038,0.041,,,0.028,0.029,0.028
J060406.13+221256.3,91.025565,22.215655,12.086,0.024,12.405,0.026,12.27,0.025,II,CBe,,,17.313,0.009,15.329,0.003,14.2,0.0,14.47,0.0,13.8,0.0,12.086,12.089,12.002,8.894,12.695,12.405,12.27,0.024,0.024,0.379,,0.022,0.026,0.025
J061113.13+251020.2,92.804744,25.172296,13.057,0.025,13.243,0.025,13.13,0.026,II,CBe,,,16.295,0.006,14.738,0.003,14.18,0.0,14.34,0.0,13.96,0.0,13.057,13.088,12.292,8.911,13.419,13.243,13.13,0.025,0.029,,,0.024,0.025,0.026
J055122.37+224935.0,87.843238,22.826394,11.476,0.023,11.845,0.019,11.643,0.022,II,CBe,,,17.697,0.011,15.577,0.004,14.07,0.0,14.42,0.0,13.56,0.0,11.476,11.424,11.246,8.832,12.228,11.845,11.643,0.023,0.022,0.168,,0.021,0.019,0.022
J055530.44+224933.7,88.87685,22.826054,11.646,0.023,11.997,0.019,11.793,0.022,II,CBe,,,17.784,0.012,15.882,0.004,14.21,0.0,14.56,0.0,13.77,0.0,11.646,11.591,11.727,8.865,12.364,11.997,11.793,0.023,0.022,0.283,,0.021,0.019,0.022
J055407.50+225723.8,88.531258,22.956612,12.212,0.036,12.51,0.063,12.302,0.053,II,CBe,,,18.152,0.015,16.071,0.003,14.7,0.0,15.0,0.0,14.19,0.0,12.212,12.201,12.185,8.428,12.877,12.51,12.302,0.036,0.038,0.51,,0.052,0.063,0.053
J054311.57+201731.7,85.798217,20.29214,12.912,0.024,13.138,0.028,12.977,0.036,II,CBe,,,16.706,0.007,14.984,0.004,14.34,0.0,14.5,0.0,14.07,0.0,12.912,12.905,12.447,8.933,13.312,13.138,12.977,0.024,0.028,,,0.026,0.028,0.036
J054301.85+211052.1,85.757728,21.181157,13.522,0.027,13.787,0.032,13.55,0.044,II,CBe,,,18.691,0.018,16.811,0.005,15.51,0.01,15.8,0.0,15.09,0.01,13.522,13.574,12.41,8.841,14.116,13.787,13.55,0.027,0.036,,,0.029,0.032,0.044
J054304.13+214157.7,85.767213,21.699364,13.724,0.028,13.943,0.037,13.767,0.055,II,CBe,,,17.845,0.012,16.05,0.004,15.26,0.0,15.41,0.0,15.0,0.0,13.724,13.695,12.079,9.033,14.17,13.943,13.767,0.028,0.04,,,0.03,0.037,0.055
J054314.39+213100.3,85.809999,21.516763,13.533,0.026,13.851,0.036,13.663,0.052,II,CBe,,,18.428,0.018,16.623,0.004,15.51,0.0,15.74,0.0,15.1,0.0,13.533,13.557,12.363,8.381,14.182,13.851,13.663,0.026,0.035,,,0.028,0.036,0.052
J054727.09+211623.1,86.862904,21.27309,12.012,0.024,12.214,0.022,12.078,0.022,II,CBe,,,16.749,0.008,15.076,0.004,13.82,0.0,14.12,0.0,13.51,0.0,12.012,11.996,11.832,8.377,12.605,12.214,12.078,0.024,0.024,0.353,,0.021,0.022,0.022
J055318.13+304855.3,88.325578,30.815374,11.767,0.023,11.911,0.031,11.813,0.02,II,CBe,,,15.446,0.006,13.745,0.004,12.89,0.0,13.08,0.0,12.67,0.0,11.767,11.773,11.513,8.574,12.142,11.911,11.813,0.023,0.024,0.238,,0.026,0.031,0.02
J052813.88+280650.4,82.05784,28.11402,13.578,0.026,13.812,0.027,13.794,0.041,III,CBe,,,16.932,0.007,15.621,0.003,14.84,0.0,15.14,0.0,14.74,0.0,13.578,13.579,12.359,8.713,14.111,13.812,13.794,0.026,0.035,,,0.026,0.027,0.041
J052850.94+272112.0,82.21225,27.353361,12.877,0.025,13.3,0.031,13.137,0.03,III,CBe,,,16.455,0.006,15.157,0.003,14.19,0.0,14.57,0.0,14.13,0.0,12.877,12.775,11.906,8.709,13.467,13.3,13.137,0.025,0.026,,,0.024,0.031,0.03
J052813.88+280650.4,82.05784,28.11402,13.578,0.026,13.812,0.027,13.794,0.041,III,CBe,,,16.932,0.007,15.621,0.003,14.84,0.0,15.14,0.0,14.74,0.0,13.578,13.579,12.359,8.713,14.111,13.812,13.794,0.026,0.035,,,0.026,0.027,0.041
J052050.61+282125.7,80.210909,28.357143,12.861,0.025,13.242,0.026,13.018,0.028,III,CBe,,,16.982,0.008,15.612,0.005,14.23,0.0,14.63,0.0,14.22,0.0,12.861,12.705,12.048,8.353,13.462,13.242,13.018,0.025,0.026,0.41,,0.021,0.026,0.028
J055627.37+222602.1,89.114066,22.433938,12.535,0.024,13.233,0.026,13.0,0.028,III,CBe,,,22.006,0.218,19.054,0.01,15.85,0.01,16.35,0.01,15.52,0.01,12.535,12.484,11.828,8.86,14.07,13.233,13.0,0.024,0.026,,,0.028,0.026,0.028
J055418.55+225414.1,88.577333,22.903944,12.278,0.025,12.773,0.024,12.479,0.023,III,CBe,,,17.593,0.01,16.159,0.004,14.64,0.0,15.19,0.0,14.48,0.0,12.278,12.007,11.012,8.732,13.193,12.773,12.479,0.025,0.023,0.146,,0.022,0.024,0.023
J034653.69+480020.8,56.723744,48.005798,12.546,0.025,12.684,0.029,12.607,0.026,IV,CBe,,,15.252,0.004,13.957,0.003,13.39,0.0,13.6,0.0,13.29,0.0,12.546,12.525,12.043,8.991,12.824,12.684,12.607,0.025,0.025,,,0.025,0.029,0.026
J035814.15+521024.2,59.558959,52.173405,10.573,0.023,10.801,0.032,10.645,0.021,IV,CBe,Emission-line Star,,15.074,0.006,14.77,0.011,11.97,0.0,12.91,0.0,11.78,0.0,10.573,10.584,10.818,9.164,10.885,10.801,10.645,0.023,0.02,0.107,,0.029,0.032,0.021
J053523.61+284004.6,83.848392,28.667956,13.816,0.027,14.164,0.034,13.875,0.039,IV,CBe,,,19.87,0.032,17.921,0.006,16.39,0.01,16.71,0.01,15.88,0.01,13.816,13.857,11.665,8.935,14.596,14.164,13.875,0.027,0.041,,,0.028,0.034,0.039
J065415.90+082421.2,103.56628,8.4059149,12.79,0.024,12.947,0.027,12.904,0.029,IV,CBe,,,15.399,0.005,15.517,0.012,13.58,0.0,13.7,0.0,13.49,0.0,12.79,12.826,12.219,8.995,13.06,12.947,12.904,0.024,0.028,0.408,,0.025,0.027,0.029
J034653.69+480020.8,56.723744,48.005798,12.546,0.025,12.684,0.029,12.607,0.026,IV,CBe,,,15.252,0.004,13.957,0.003,13.39,0.0,13.6,0.0,13.29,0.0,12.546,12.525,12.043,8.991,12.824,12.684,12.607,0.025,0.025,,,0.025,0.029,0.026
J061908.29+251019.6,94.78456,25.172118,11.979,0.023,12.149,0.022,12.076,0.02,IV,CBe,,,15.214,0.005,13.845,0.004,12.9,0.0,13.17,0.0,12.79,0.0,11.979,11.975,11.141,8.961,12.314,12.149,12.076,0.023,0.024,0.184,,0.021,0.022,0.02
